parliament_id;leg_period_start;leg_period_end;level;country_abb;region_abb;leg_period;assembly_name;assembly_abb;coalition_parties;previous_parliament;next_parliament
CH_RE-ZH_2007;21may2007;09may2011;RE;CH;ZH;NC;Kantonsrat;KR;NA;CH_RE-ZH_2003;CH_RE-ZH_2011
CH_RE-ZH_2011;09may2011;18may2015;RE;CH;ZH;NC;Kantonsrat;KR;NA;CH_RE-ZH_2007;CH_RE-ZH_2015
CH_RE-ZH_2015;18may2015;2019;RE;CH;ZH;NC;Kantonsrat;KR;NA;CH_RE-ZH_2011;CH_RE-ZH_2019
CH_RE-ZH_2019;2019;2023;RE;CH;ZH;NC;Kantonsrat;KR;NA;CH_RE-ZH_2015;NA
IE_NT-DE_1919;21jan1919;10may1921;NT;IE;NA;1;Dail Eireann;DE;;NA;IE_NT-DE_1921
IE_NT-DE_1921;16aug1921;16jun1922;NT;IE;NA;2;Dail Eireann;DE;;IE_NT-DE_1919;IE_NT-DE_1922
IE_NT-DE_1922;09sep1922;09aug1923;NT;IE;NA;3;Dail Eireann;DE;;IE_NT-DE_1921;IE_NT-DE_1923
IE_NT-DE_1923;19sep1923;23may1927;NT;IE;NA;4;Dail Eireann;DE;;IE_NT-DE_1922;IE_NT-DE_1927
IE_NT-DE_1927jun;23jun1927;25aug1927;NT;IE;NA;5;Dail Eireann;DE;;IE_NT-DE_1923;IE_NT-DE_1927
IE_NT-DE_1927oct;11oct1927;29jan1932;NT;IE;NA;6;Dail Eireann;DE;;IE_NT-DE_1927;IE_NT-DE_1932
IE_NT-DE_1932;09mar1932;02jan1933;NT;IE;NA;7;Dail Eireann;DE;;IE_NT-DE_1927;IE_NT-DE_1933
IE_NT-DE_1933;08feb1933;14jun1937;NT;IE;NA;8;Dail Eireann;DE;;IE_NT-DE_1932;IE_NT-DE_1937
IE_NT-DE_1937;21jul1937;27may1938;NT;IE;NA;9;Dail Eireann;DE;;IE_NT-DE_1933;IE_NT-DE_1938
IE_NT-DE_1938;30jun1938;31may1943;NT;IE;NA;10;Dail Eireann;DE;;IE_NT-DE_1937;IE_NT-DE_1943
IE_NT-DE_1943;01jul1943;10may1944;NT;IE;NA;11;Dail Eireann;DE;;IE_NT-DE_1938;IE_NT-DE_1944
IE_NT-DE_1944;09jun1944;12jan1948;NT;IE;NA;12;Dail Eireann;DE;;IE_NT-DE_1943;IE_NT-DE_1948
IE_NT-DE_1948;18feb1948;07may1951;NT;IE;NA;13;Dail Eireann;DE;;IE_NT-DE_1944;IE_NT-DE_1951
IE_NT-DE_1951;13jun1951;24apr1954;NT;IE;NA;14;Dail Eireann;DE;;IE_NT-DE_1948;IE_NT-DE_1954
IE_NT-DE_1954;02jun1954;12feb1957;NT;IE;NA;15;Dail Eireann;DE;;IE_NT-DE_1951;IE_NT-DE_1957
IE_NT-DE_1957;20mar1957;15sep1961;NT;IE;NA;16;Dail Eireann;DE;;IE_NT-DE_1954;IE_NT-DE_1961
IE_NT-DE_1961;11oct1961;18mar1965;NT;IE;NA;17;Dail Eireann;DE;;IE_NT-DE_1957;IE_NT-DE_1965
IE_NT-DE_1965;21apr1965;22may1969;NT;IE;NA;18;Dail Eireann;DE;;IE_NT-DE_1961;IE_NT-DE_1969
IE_NT-DE_1969;02jul1969;05feb1973;NT;IE;NA;19;Dail Eireann;DE;;IE_NT-DE_1965;IE_NT-DE_1973
IE_NT-DE_1973;14mar1973;25may1977;NT;IE;NA;20;Dail Eireann;DE;;IE_NT-DE_1969;IE_NT-DE_1977
IE_NT-DE_1977;05jul1977;21may1981;NT;IE;NA;21;Dail Eireann;DE;;IE_NT-DE_1973;IE_NT-DE_1981
IE_NT-DE_1981;30jun1981;27feb1982;NT;IE;NA;22;Dail Eireann;DE;;IE_NT-DE_1977;IE_NT-DE_1982mar
IE_NT-DE_1982mar;09mar1982;04nov1982;NT;IE;NA;23;Dail Eireann;DE;;IE_NT-DE_1981;IE_NT-DE_1982dec
IE_NT-DE_1982dec;14dec1982;20jan1987;NT;IE;NA;24;Dail Eireann;DE;;IE_NT-DE_1982mar;IE_NT-DE_1987
IE_NT-DE_1987;10mar1987;25may1989;NT;IE;NA;25;Dail Eireann;DE;;IE_NT-DE_1982dec;IE_NT-DE_1989
IE_NT-DE_1989;29jun1989;05nov1992;NT;IE;NA;26;Dail Eireann;DE;;IE_NT-DE_1987;IE_NT-DE_1992
IE_NT-DE_1992;14dec1992;15may1997;NT;IE;NA;27;Dail Eireann;DE;;IE_NT-DE_1989;IE_NT-DE_1997
IE_NT-DE_1997;26jun1997;25apr2002;NT;IE;NA;28;Dail Eireann;DE;;IE_NT-DE_1992;IE_NT-DE_2002
IE_NT-DE_2002;06jun2002;30apr2007;NT;IE;NA;29;Dail Eireann;DE;;IE_NT-DE_1997;IE_NT-DE_2007
IE_NT-DE_2007;14jun2007;01feb2011;NT;IE;NA;30;Dail Eireann;DE;;IE_NT-DE_2002;IE_NT-DE_2011
IE_NT-DE_2011;09mar2011;09mar2016;NT;IE;NA;31;Dail Eireann;DE;;IE_NT-DE_2007;IE_NT-DE_2016
IE_NT-DE_2016;10mar2016;14jan2020;NT;IE;NA;32;Dail Eireann;DE;;IE_NT-DE_2011;IE_NT-DE_2020
IE_NT-DE_2020;08feb2020;30jun2020[[rcen]];NT;IE;NA;33;Dail Eireann;DE;;IE_NT-DE_2016;NC
IE_NT-SE_1922;06dec1922;05dec1925;NT;IE;NA;1922;Seanad Eireann;SE;;NA;IE_NT-SE_1925
IE_NT-SE_1925;06dec1925;05dec1928;NT;IE;NA;1925;Seanad Eireann;SE;;IE_NT-SE_1922;IE_NT-SE_1928
IE_NT-SE_1928;06dec1928;05dec1931;NT;IE;NA;1928;Seanad Eireann;SE;;IE_NT-SE_1925;IE_NT-SE_1931
IE_NT-SE_1931;06dec1931;05dec1934;NT;IE;NA;1931;Seanad Eireann;SE;;IE_NT-SE_1928;IE_NT-SE_1934
IE_NT-SE_1934;06dec1934;29may1936;NT;IE;NA;1934;Seanad Eireann;SE;;IE_NT-SE_1931;IE_NT-SE_1938apr
IE_NT-SE_1938apr;27apr1938;22jul1938;NT;IE;NA;2;Seanad Eireann;SE;;IE_NT-SE_1934;IE_NT-SE_1938sep
IE_NT-SE_1938sep;07sep1938;14jul1943;NT;IE;NA;3;Seanad Eireann;SE;;IE_NT-SE_1938apr;IE_NT-SE_1943
IE_NT-SE_1943;08sep1943;05jul1944;NT;IE;NA;4;Seanad Eireann;SE;;IE_NT-SE_1938sep;IE_NT-SE_1944
IE_NT-SE_1944;18aug1944;12mar1948;NT;IE;NA;5;Seanad Eireann;SE;;IE_NT-SE_1943;IE_NT-SE_1948
IE_NT-SE_1948;21apr1948;25jul1951;NT;IE;NA;6;Seanad Eireann;SE;;IE_NT-SE_1944;IE_NT-SE_1951
IE_NT-SE_1951;14aug1951;07jul1954;NT;IE;NA;7;Seanad Eireann;SE;;IE_NT-SE_1948;IE_NT-SE_1954
IE_NT-SE_1954;22jul1954;28mar1957;NT;IE;NA;8;Seanad Eireann;SE;;IE_NT-SE_1951;IE_NT-SE_1957
IE_NT-SE_1957;22may1957;01sep1961;NT;IE;NA;9;Seanad Eireann;SE;;IE_NT-SE_1954;IE_NT-SE_1961
IE_NT-SE_1961;14dec1961;28apr1965;NT;IE;NA;10;Seanad Eireann;SE;;IE_NT-SE_1957;IE_NT-SE_1965
IE_NT-SE_1965;23jun1965;24jul1969;NT;IE;NA;11;Seanad Eireann;SE;;IE_NT-SE_1961;IE_NT-SE_1969
IE_NT-SE_1969;05nov1969;30mar1973;NT;IE;NA;12;Seanad Eireann;SE;;IE_NT-SE_1965;IE_NT-SE_1973
IE_NT-SE_1973;01jun1973;26may1977;NT;IE;NA;13;Seanad Eireann;SE;;IE_NT-SE_1969;IE_NT-SE_1977
IE_NT-SE_1977;27oct1977;16jul1981;NT;IE;NA;14;Seanad Eireann;SE;;IE_NT-SE_1973;IE_NT-SE_1981
IE_NT-SE_1981;08oct1981;16apr1982;NT;IE;NA;15;Seanad Eireann;SE;;IE_NT-SE_1977;IE_NT-SE_1982
IE_NT-SE_1982;13may1982;21dec1982;NT;IE;NA;16;Seanad Eireann;SE;;IE_NT-SE_1981;IE_NT-SE_1983
IE_NT-SE_1983;23feb1983;03apr1987;NT;IE;NA;17;Seanad Eireann;SE;;IE_NT-SE_1982;IE_NT-SE_1987
IE_NT-SE_1987;25apr1987;05jul1989;NT;IE;NA;18;Seanad Eireann;SE;;IE_NT-SE_1983;IE_NT-SE_1989
IE_NT-SE_1989;01oct1989;17dec1992;NT;IE;NA;19;Seanad Eireann;SE;;IE_NT-SE_1987;IE_NT-SE_1993
IE_NT-SE_1993;17feb1993;10jul1997;NT;IE;NA;20;Seanad Eireann;SE;;IE_NT-SE_1989;IE_NT-SE_1997
IE_NT-SE_1997;17sep1997;26jun2002;NT;IE;NA;21;Seanad Eireann;SE;;IE_NT-SE_1993;IE_NT-SE_2002
IE_NT-SE_2002;12sep2002;22jul2007;NT;IE;NA;22;Seanad Eireann;SE;;IE_NT-SE_1997;IE_NT-SE_2007
IE_NT-SE_2007;23jul2007;25apr2011;NT;IE;NA;23;Seanad Eireann;SE;;IE_NT-SE_2002;IE_NT-SE_2011
IE_NT-SE_2011;25may2011;24apr2016;NT;IE;NA;24;Seanad Eireann;SE;;IE_NT-SE_2007;IE_NT-SE_2016
IE_NT-SE_2016;25apr2016;29mar2020;NT;IE;NA;25;Seanad Eireann;SE;;IE_NT-SE_2011;IE_NT-SE_2020
IE_NT-SE_2020;30mar2020;30jun2020[[rcen]];NT;IE;NA;26;Seanad Eireann;SE;;IE_NT-SE_2016;NC
DE_RE-BW_1952;25mar1952;31mar1956;RE;DE;BW;1;Landtag;LT;;NA;DE_RE-BW_1956
DE_RE-BW_1956;01apr1956;31mar1960;RE;DE;BW;2;Landtag;LT;;DE_RE-BW_1952;DE_RE-BW_1960
DE_RE-BW_1960;01jun1960;31may1964;RE;DE;BW;3;Landtag;LT;;DE_RE-BW_1956;DE_RE-BW_1964
DE_RE-BW_1964;01jun1964;31may1968;RE;DE;BW;4;Landtag;LT;;DE_RE-BW_1960;DE_RE-BW_1968
